Country,Year,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4
Czechia,1993,6160.0,16400.0,139000.0
Czechia,1994,6410.0,14800.0,132000.0
Czechia,1995,6560.0,14200.0,133000.0
Czechia,1996,6710.0,15100.0,134000.0
Czechia,1997,6310.0,14800.0,132000.0
Czechia,1998,6270.0,14100.0,126000.0
Czechia,1999,6260.0,13500.0,119000.0
Czechia,2000,6640.0,13700.0,131000.0
Czechia,2001,6930.0,13800.0,130000.0
Czechia,2002,6500.0,13600.0,125000.0
Czechia,2003,6520.0,13600.0,128000.0
Czechia,2004,6660.0,13700.0,130000.0
Czechia,2005,6510.0,13400.0,127000.0
Czechia,2006,6300.0,13400.0,129000.0
Czechia,2007,6300.0,13300.0,130000.0
Czechia,2008,5920.0,13100.0,125000.0
Czechia,2009,12300.0,12900.0,116000.0
Czechia,2010,5990.0,12900.0,121000.0
Czechia,2011,6280.0,12800.0,119000.0
Czechia,2012,5950.0,12900.0,117000.0
Denmark,1970,8520.0,9290.0,62700.0
Denmark,1971,8590.0,9220.0,58400.0
Denmark,1972,7980.0,9450.0,60500.0
Denmark,1973,8490.0,9620.0,59600.0
Denmark,1974,9570.0,9710.0,53200.0
Denmark,1975,8950.0,9650.0,55500.0
Denmark,1976,7380.0,9730.0,61200.0
Denmark,1977,9160.0,9810.0,63000.0
Denmark,1978,8950.0,9990.0,62900.0
Denmark,1979,8540.0,10000.0,66400.0
Denmark,1980,9710.0,10100.0,65800.0
Denmark,1981,7770.0,9950.0,55600.0
Denmark,1982,8640.0,9820.0,57900.0
Denmark,1983,10200.0,9830.0,54400.0
Denmark,1984,7680.0,9600.0,56000.0
Denmark,1985,7550.0,9510.0,63800.0
Denmark,1986,8120.0,9430.0,64500.0
Denmark,1987,7740.0,9300.0,62600.0
Denmark,1988,7420.0,9090.0,58700.0
Denmark,1989,8060.0,9120.0,53000.0
Denmark,1990,7610.0,9200.0,53600.0
Denmark,1991,7460.0,9340.0,64300.0
Denmark,1992,7020.0,9350.0,58700.0
Denmark,1993,7110.0,9500.0,60900.0
Denmark,1994,7000.0,9330.0,65000.0
Denmark,1995,6990.0,9340.0,61700.0
Denmark,1996,7000.0,9320.0,75100.0
Denmark,1997,6940.0,9350.0,65200.0
Denmark,1998,6770.0,9320.0,61200.0
Denmark,1999,6660.0,9180.0,58200.0
Denmark,2000,6650.0,9280.0,54000.0
Denmark,2001,6500.0,9450.0,55600.0
Denmark,2002,6290.0,9330.0,55100.0
Denmark,2003,6460.0,9250.0,60600.0
Denmark,2004,6010.0,9200.0,55000.0
Denmark,2005,5950.0,9200.0,51500.0
Denmark,2006,5550.0,9140.0,59400.0
Denmark,2007,5470.0,9350.0,54600.0
Denmark,2008,5430.0,9320.0,51300.0
Denmark,2009,5540.0,9060.0,49000.0
Denmark,2010,5400.0,9310.0,48800.0
Denmark,2011,5490.0,9140.0,43600.0
Denmark,2012,5620.0,9050.0,42300.0
Djibouti,1970,88.6,263.0,98.4
Djibouti,1971,89.7,270.0,98.1
Djibouti,1972,95.3,280.0,137.0
Djibouti,1973,93.0,287.0,124.0
Djibouti,1974,97.3,307.0,134.0
Djibouti,1975,104.0,325.0,160.0
Djibouti,1976,116.0,306.0,520.0
Djibouti,1977,120.0,337.0,483.0
Djibouti,1978,122.0,372.0,472.0
Djibouti,1979,142.0,425.0,697.0
Djibouti,1980,148.0,431.0,687.0
Djibouti,1981,146.0,409.0,683.0
Djibouti,1982,142.0,380.0,607.0
Djibouti,1983,140.0,388.0,494.0
Djibouti,1984,141.0,402.0,377.0
Djibouti,1985,150.0,427.0,394.0
Djibouti,1986,153.0,441.0,395.0
Djibouti,1987,163.0,469.0,552.0
Djibouti,1988,177.0,509.0,510.0
Djibouti,1989,218.0,578.0,963.0
Djibouti,1990,209.0,573.0,806.0
Djibouti,1991,219.0,591.0,962.0
Djibouti,1992,211.0,586.0,798.0
Djibouti,1993,216.0,597.0,776.0
Djibouti,1994,193.0,600.0,477.0
Djibouti,1995,207.0,632.0,509.0
Djibouti,1996,215.0,649.0,514.0
Djibouti,1997,220.0,667.0,555.0
Djibouti,1998,224.0,655.0,606.0
Djibouti,1999,230.0,674.0,609.0
Djibouti,2000,233.0,683.0,743.0
Djibouti,2001,242.0,727.0,820.0
Djibouti,2002,236.0,707.0,825.0
Djibouti,2003,238.0,720.0,877.0
Djibouti,2004,234.0,758.0,898.0
Djibouti,2005,235.0,768.0,960.0
Djibouti,2006,235.0,766.0,1050.0
Djibouti,2007,241.0,804.0,1120.0
Djibouti,2008,244.0,830.0,1180.0
Djibouti,2009,246.0,838.0,1200.0
Djibouti,2010,247.0,846.0,1280.0
Djibouti,2011,248.0,852.0,1340.0
Djibouti,2012,250.0,858.0,1340.0
Dominica,1970,12.6,21.6,24.9
Dominica,1971,13.3,24.0,25.0
Dominica,1972,14.2,24.9,29.0
Dominica,1973,15.1,25.9,32.4
Dominica,1974,15.2,26.8,30.4
Dominica,1975,17.1,27.9,37.2
Dominica,1976,17.5,29.0,35.7
Dominica,1977,19.3,30.2,38.0
Dominica,1978,16.9,31.4,37.9
Dominica,1979,10.8,32.5,37.1
Dominica,1980,14.1,33.6,43.7
Dominica,1981,15.0,35.0,50.3
Dominica,1982,17.1,35.4,48.9
Dominica,1983,13.6,36.2,49.6
Dominica,1984,14.0,37.4,51.7
Dominica,1985,16.0,39.3,50.8
Dominica,1986,16.6,41.3,55.3
Dominica,1987,18.0,44.8,70.2
Dominica,1988,18.2,45.8,74.9
Dominica,1989,26.0,48.3,79.6
Dominica,1990,25.8,48.3,79.0
Dominica,1991,25.8,48.1,79.5
Dominica,1992,26.0,48.3,78.6
Dominica,1993,26.0,48.3,80.3
Dominica,1994,26.4,48.6,88.6
Dominica,1995,19.3,49.0,92.0
Dominica,1996,19.4,49.1,93.6
Dominica,1997,19.5,49.0,96.9
Dominica,1998,20.1,48.8,112.0
Dominica,1999,20.4,48.8,119.0
Dominica,2000,20.5,49.2,123.0
Dominica,2001,20.7,49.4,131.0
Dominica,2002,13.1,48.7,127.0
Dominica,2003,13.2,48.9,129.0
Dominica,2004,13.5,49.1,137.0
Dominica,2005,14.7,49.0,133.0
Dominica,2006,15.3,49.9,138.0
Dominica,2007,16.3,50.1,142.0
Dominica,2008,17.0,50.2,139.0
Dominica,2009,17.4,50.4,143.0
Dominica,2010,17.8,50.4,151.0
Dominica,2011,18.3,51.5,157.0
Dominica,2012,18.5,52.2,158.0
Dominican Republic,1970,975.0,4700.0,3820.0
Dominican Republic,1971,1130.0,5050.0,3910.0
Dominican Republic,1972,1270.0,5130.0,5090.0
Dominican Republic,1973,1260.0,5260.0,5070.0
Dominican Republic,1974,1320.0,5810.0,5420.0
Dominican Republic,1975,1410.0,6200.0,5620.0
Dominican Republic,1976,1380.0,6650.0,5780.0
Dominican Republic,1977,1450.0,6650.0,6240.0
Dominican Republic,1978,1410.0,6450.0,6360.0
Dominican Republic,1979,1480.0,6720.0,6720.0
Dominican Republic,1980,1420.0,6830.0,6910.0
Dominican Republic,1981,1360.0,6660.0,6570.0
Dominican Republic,1982,1450.0,6900.0,6390.0
Dominican Republic,1983,1570.0,7240.0,7390.0
Dominican Republic,1984,1620.0,7230.0,7750.0
Dominican Republic,1985,1570.0,7150.0,6840.0
Dominican Republic,1986,1580.0,7130.0,7650.0
Dominican Republic,1987,1670.0,7410.0,8790.0
Dominican Republic,1988,1660.0,7400.0,8820.0
Dominican Republic,1989,1830.0,7710.0,9400.0
Dominican Republic,1990,1860.0,7590.0,8040.0
Dominican Republic,1991,1980.0,7880.0,8420.0
Dominican Republic,1992,1960.0,8060.0,9770.0
Dominican Republic,1993,1980.0,7940.0,9650.0
Dominican Republic,1994,2060.0,7960.0,11300.0
Dominican Republic,1995,2070.0,7980.0,12000.0
Dominican Republic,1996,2140.0,8160.0,12900.0
Dominican Republic,1997,2210.0,8130.0,14700.0
Dominican Republic,1998,2180.0,8220.0,16600.0
Dominican Republic,1999,2000.0,7660.0,18100.0
Dominican Republic,2000,1940.0,7390.0,18600.0
Dominican Republic,2001,2050.0,7800.0,18300.0
Dominican Republic,2002,2110.0,7990.0,19900.0
Dominican Republic,2003,2130.0,7960.0,19600.0
Dominican Republic,2004,2220.0,8540.0,19500.0
Dominican Republic,2005,2240.0,8410.0,19300.0
Dominican Republic,2006,2370.0,8580.0,21100.0
Dominican Republic,2007,2470.0,9340.0,21100.0
Dominican Republic,2008,2500.0,9610.0,21900.0
Dominican Republic,2009,2620.0,9990.0,20300.0
Dominican Republic,2010,2590.0,10300.0,20700.0
Dominican Republic,2011,2640.0,10400.0,22300.0
Dominican Republic,2012,2680.0,10600.0,22900.0
Ecuador,1970,1830.0,5030.0,11300.0
Ecuador,1971,1750.0,4490.0,8680.0
Ecuador,1972,1860.0,4490.0,9180.0
Ecuador,1973,1970.0,5680.0,12500.0
Ecuador,1974,2000.0,6940.0,12600.0
Ecuador,1975,2030.0,7520.0,12400.0
Ecuador,1976,2330.0,8610.0,13100.0
Ecuador,1977,2480.0,10000.0,13600.0
Ecuador,1978,2430.0,11200.0,13600.0
Ecuador,1979,2550.0,12200.0,15500.0
Ecuador,1980,2660.0,12800.0,15200.0
Ecuador,1981,2690.0,14100.0,15100.0
Ecuador,1982,2770.0,14200.0,14900.0
Ecuador,1983,2850.0,13300.0,14700.0
Ecuador,1984,2990.0,13800.0,16500.0
Ecuador,1985,2880.0,14800.0,18700.0
Ecuador,1986,2750.0,15500.0,21300.0
Ecuador,1987,2800.0,14300.0,16300.0
Ecuador,1988,2930.0,16100.0,22700.0
Ecuador,1989,3080.0,16200.0,25300.0
Ecuador,1990,3000.0,17000.0,25300.0
Ecuador,1991,3180.0,17100.0,23700.0
Ecuador,1992,3310.0,17400.0,24000.0
Ecuador,1993,3510.0,17000.0,26100.0
Ecuador,1994,3720.0,17700.0,25500.0
Ecuador,1995,3850.0,19100.0,25600.0
Ecuador,1996,3980.0,21300.0,26000.0
Ecuador,1997,4210.0,22500.0,23800.0
Ecuador,1998,4130.0,21100.0,22000.0
Ecuador,1999,3820.0,18900.0,21000.0
Ecuador,2000,3710.0,19900.0,18600.0
Ecuador,2001,4070.0,20800.0,19600.0
Ecuador,2002,4330.0,22900.0,19300.0
Ecuador,2003,4300.0,23200.0,20800.0
Ecuador,2004,4490.0,23500.0,22100.0
Ecuador,2005,3940.0,27300.0,22000.0
Ecuador,2006,4360.0,29500.0,22000.0
Ecuador,2007,4340.0,31400.0,21800.0
Ecuador,2008,4470.0,31300.0,22100.0
Ecuador,2009,4590.0,35000.0,23300.0
Ecuador,2010,4770.0,36700.0,24500.0
Ecuador,2011,4860.0,38400.0,23900.0
Ecuador,2012,4840.0,39500.0,23600.0
Egypt,1970,7250.0,27800.0,25000.0
Egypt,1971,7330.0,26300.0,24700.0
Egypt,1972,7690.0,24900.0,26900.0
Egypt,1973,7690.0,25300.0,25000.0
Egypt,1974,8080.0,30800.0,28900.0
Egypt,1975,8270.0,30900.0,31200.0
Egypt,1976,8430.0,33200.0,36200.0
Egypt,1977,8680.0,29200.0,37300.0
Egypt,1978,9000.0,27800.0,37900.0
Egypt,1979,9100.0,25100.0,40900.0
Egypt,1980,9420.0,21100.0,44900.0
Egypt,1981,9700.0,21300.0,50800.0
Egypt,1982,9940.0,22100.0,54800.0
Egypt,1983,9850.0,23800.0,61100.0
Egypt,1984,9880.0,26000.0,67400.0
Egypt,1985,10100.0,27700.0,70700.0
Egypt,1986,11000.0,29700.0,74000.0
Egypt,1987,11300.0,31900.0,80300.0
Egypt,1988,11500.0,33400.0,82500.0
Egypt,1989,11500.0,36100.0,87800.0
Egypt,1990,11300.0,38500.0,90800.0
Egypt,1991,11700.0,41000.0,92500.0
Egypt,1992,13200.0,43500.0,95200.0
Egypt,1993,13700.0,46000.0,96200.0
Egypt,1994,13200.0,46400.0,92500.0
Egypt,1995,15100.0,46900.0,98300.0
Egypt,1996,15800.0,46600.0,106000.0
Egypt,1997,15500.0,45600.0,112000.0
Egypt,1998,16600.0,41800.0,117000.0
Egypt,1999,16400.0,44100.0,124000.0
Egypt,2000,17400.0,42400.0,122000.0
Egypt,2001,18200.0,44000.0,135000.0
Egypt,2002,18100.0,46300.0,138000.0
Egypt,2003,19000.0,48600.0,142000.0
Egypt,2004,20600.0,49700.0,155000.0
Egypt,2005,20800.0,55500.0,173000.0
Egypt,2006,21600.0,57700.0,182000.0
Egypt,2007,22200.0,59100.0,194000.0
Egypt,2008,23300.0,60800.0,200000.0
Egypt,2009,23000.0,60000.0,206000.0
Egypt,2010,25000.0,57200.0,212000.0
Egypt,2011,25300.0,58900.0,224000.0
Egypt,2012,25300.0,59500.0,229000.0
El Salvador,1970,1080.0,2680.0,1580.0
El Salvador,1971,1150.0,2570.0,1640.0
El Salvador,1972,1180.0,2650.0,1880.0
El Salvador,1973,1170.0,2510.0,2060.0
El Salvador,1974,1160.0,2600.0,2090.0
El Salvador,1975,1190.0,2660.0,2350.0
El Salvador,1976,1300.0,2790.0,2390.0
El Salvador,1977,1380.0,3030.0,2460.0
El Salvador,1978,1460.0,3150.0,2620.0
El Salvador,1979,1290.0,3240.0,2450.0
El Salvador,1980,1170.0,2990.0,2070.0
El Salvador,1981,1230.0,2840.0,2060.0
El Salvador,1982,1040.0,2650.0,1930.0
El Salvador,1983,1120.0,2640.0,1990.0
El Salvador,1984,1020.0,2680.0,1950.0
El Salvador,1985,1180.0,2790.0,2130.0
El Salvador,1986,1110.0,2800.0,2110.0
El Salvador,1987,1230.0,2870.0,2510.0
El Salvador,1988,1270.0,2940.0,2490.0
El Salvador,1989,1210.0,3020.0,2480.0
El Salvador,1990,1230.0,3120.0,2640.0
El Salvador,1991,1270.0,3210.0,3350.0
El Salvador,1992,1280.0,3280.0,3770.0
El Salvador,1993,1270.0,3210.0,4090.0
El Salvador,1994,1240.0,3290.0,4730.0
El Salvador,1995,1170.0,3090.0,5160.0
El Salvador,1996,1350.0,3390.0,4610.0
El Salvador,1997,1400.0,3420.0,5630.0
El Salvador,1998,1270.0,3170.0,5900.0
El Salvador,1999,1320.0,3230.0,5840.0
El Salvador,2000,1260.0,3120.0,5820.0
El Salvador,2001,1320.0,3350.0,6220.0
El Salvador,2002,1300.0,3470.0,6250.0
El Salvador,2003,1300.0,3400.0,6590.0
El Salvador,2004,1290.0,3440.0,6640.0
El Salvador,2005,1290.0,3460.0,6920.0
El Salvador,2006,1390.0,3570.0,7320.0
El Salvador,2007,1370.0,3540.0,7720.0
El Salvador,2008,1450.0,3520.0,6960.0
El Salvador,2009,1400.0,3360.0,6980.0
El Salvador,2010,1430.0,3110.0,6740.0
El Salvador,2011,1240.0,2850.0,6960.0
El Salvador,2012,1380.0,3010.0,7150.0
Equatorial Guinea,1970,15.1,30.8,87.4
Equatorial Guinea,1971,15.3,30.7,87.8
Equatorial Guinea,1972,15.4,31.2,86.6
Equatorial Guinea,1973,15.6,34.1,86.4
Equatorial Guinea,1974,15.9,34.8,85.2
Equatorial Guinea,1975,16.3,36.5,84.6
Equatorial Guinea,1976,17.0,39.0,84.9
Equatorial Guinea,1977,17.4,40.7,86.3
Equatorial Guinea,1978,17.8,42.1,86.7
Equatorial Guinea,1979,18.3,51.0,88.2
Equatorial Guinea,1980,18.5,48.7,89.2
Equatorial Guinea,1981,19.2,48.2,94.0
Equatorial Guinea,1982,20.1,51.6,99.4
Equatorial Guinea,1983,20.8,53.0,104.0
Equatorial Guinea,1984,20.8,52.3,107.0
Equatorial Guinea,1985,21.1,58.6,111.0
Equatorial Guinea,1986,21.5,64.5,113.0
Equatorial Guinea,1987,21.8,84.4,116.0
Equatorial Guinea,1988,20.8,65.9,116.0
Equatorial Guinea,1989,21.7,78.8,121.0
Equatorial Guinea,1990,20.4,71.0,111.0
Equatorial Guinea,1991,20.9,80.8,122.0
Equatorial Guinea,1992,21.0,73.8,139.0
Equatorial Guinea,1993,21.4,76.2,148.0
Equatorial Guinea,1994,25.4,1190.0,4470.0
Equatorial Guinea,1995,25.7,1270.0,4400.0
Equatorial Guinea,1996,26.2,1360.0,4360.0
Equatorial Guinea,1997,28.8,1840.0,5480.0
Equatorial Guinea,1998,30.4,2220.0,6070.0
Equatorial Guinea,1999,31.7,2410.0,5930.0
Equatorial Guinea,2000,33.6,2500.0,5390.0
Equatorial Guinea,2001,35.1,3300.0,6450.0
Equatorial Guinea,2002,32.3,2640.0,5210.0
Equatorial Guinea,2003,33.9,2950.0,5780.0
Equatorial Guinea,2004,34.3,3290.0,6610.0
Equatorial Guinea,2005,34.3,3340.0,6740.0
Equatorial Guinea,2006,34.1,3280.0,6580.0
Equatorial Guinea,2007,34.7,3370.0,6880.0
Equatorial Guinea,2008,34.0,3160.0,6760.0
Equatorial Guinea,2009,33.8,2820.0,6050.0
Equatorial Guinea,2010,34.3,2920.0,6280.0
Equatorial Guinea,2011,34.1,3050.0,6020.0
Equatorial Guinea,2012,29.8,2050.0,3770.0
Eritrea,1970,44.9,720.0,1930.0
Eritrea,1971,43.1,725.0,1940.0
Eritrea,1972,41.0,718.0,1920.0
Eritrea,1973,42.0,720.0,1940.0
Eritrea,1974,42.9,712.0,1930.0
Eritrea,1975,37.4,697.0,1890.0
Eritrea,1976,39.9,692.0,1900.0
Eritrea,1977,40.9,697.0,1920.0
Eritrea,1978,42.9,703.0,1940.0
Eritrea,1979,48.3,710.0,1970.0
Eritrea,1980,42.7,719.0,2000.0
Eritrea,1981,42.9,717.0,2010.0
Eritrea,1982,43.0,716.0,2030.0
Eritrea,1983,44.0,732.0,2060.0
Eritrea,1984,43.9,708.0,2040.0
Eritrea,1985,47.0,734.0,2110.0
Eritrea,1986,49.4,772.0,2190.0
Eritrea,1987,44.4,731.0,2130.0
Eritrea,1988,45.7,747.0,2160.0
Eritrea,1989,46.2,778.0,2240.0
Eritrea,1990,48.0,797.0,2290.0
Eritrea,1991,48.5,798.0,2290.0
Eritrea,1992,465.0,828.0,2630.0
Eritrea,1993,654.0,845.0,2650.0
Eritrea,1994,738.0,851.0,2660.0
Eritrea,1995,805.0,871.0,2710.0
Eritrea,1996,886.0,1000.0,2970.0
Eritrea,1997,840.0,1140.0,3280.0
Eritrea,1998,636.0,1190.0,3250.0
Eritrea,1999,676.0,1210.0,3320.0
Eritrea,2000,667.0,1240.0,3400.0
Eritrea,2001,731.0,1190.0,3300.0
Eritrea,2002,718.0,1160.0,3280.0
Eritrea,2003,696.0,1200.0,3380.0
Eritrea,2004,688.0,1210.0,3450.0
Eritrea,2005,606.0,1230.0,3510.0
Eritrea,2006,529.0,1220.0,3530.0
Eritrea,2007,517.0,1250.0,3630.0
Eritrea,2008,451.0,1250.0,3670.0
Eritrea,2009,471.0,1260.0,3710.0
Eritrea,2010,504.0,1270.0,3770.0
Eritrea,2011,589.0,1280.0,3810.0
Eritrea,2012,626.0,1280.0,3860.0
Estonia,1970,1240.0,3470.0,40000.0
Estonia,1971,1290.0,3570.0,40100.0
Estonia,1972,1340.0,3640.0,41600.0
Estonia,1973,1390.0,3690.0,42500.0
Estonia,1974,1430.0,3760.0,42800.0
Estonia,1975,1490.0,3800.0,44900.0
Estonia,1976,1470.0,3810.0,44200.0
Estonia,1977,1500.0,3840.0,45700.0
Estonia,1978,1510.0,3830.0,45100.0
Estonia,1979,1520.0,3820.0,46000.0
Estonia,1980,1550.0,3820.0,45200.0
Estonia,1981,1560.0,3810.0,45500.0
Estonia,1982,1590.0,3820.0,45000.0
Estonia,1983,1650.0,3870.0,44000.0
Estonia,1984,1650.0,3900.0,42900.0
Estonia,1985,1680.0,3930.0,42800.0
Estonia,1986,1700.0,3950.0,43700.0
Estonia,1987,1730.0,3990.0,43700.0
Estonia,1988,1710.0,3990.0,44400.0
Estonia,1989,1630.0,4060.0,43200.0
Estonia,1990,1490.0,3880.0,37100.0
Estonia,1991,1710.0,3740.0,33200.0
Estonia,1992,1190.0,3450.0,24100.0
Estonia,1993,1010.0,3050.0,18400.0
Estonia,1994,875.0,2760.0,18700.0
Estonia,1995,795.0,2620.0,17000.0
Estonia,1996,767.0,2650.0,17900.0
Estonia,1997,772.0,2660.0,17500.0
Estonia,1998,792.0,2630.0,16900.0
Estonia,1999,722.0,2630.0,15700.0
Estonia,2000,746.0,2670.0,15400.0
Estonia,2001,767.0,2580.0,16000.0
Estonia,2002,775.0,2580.0,15300.0
Estonia,2003,764.0,2600.0,17200.0
Estonia,2004,784.0,2660.0,17600.0
Estonia,2005,818.0,2610.0,17900.0
Estonia,2006,706.0,2550.0,16300.0
Estonia,2007,782.0,2630.0,20700.0
Estonia,2008,818.0,2730.0,19200.0
Estonia,2009,830.0,2660.0,15600.0
Estonia,2010,756.0,2840.0,18600.0
Estonia,2011,756.0,2800.0,20300.0
Estonia,2012,762.0,2810.0,20400.0
Ethiopia,1970,1430.0,13100.0,32800.0
Ethiopia,1971,1440.0,13300.0,33000.0
Ethiopia,1972,1340.0,13200.0,32800.0
Ethiopia,1973,1440.0,13300.0,33100.0
Ethiopia,1974,1450.0,13300.0,33200.0
Ethiopia,1975,1300.0,12900.0,32300.0
Ethiopia,1976,1280.0,12700.0,32300.0
Ethiopia,1977,1310.0,12800.0,32700.0
Ethiopia,1978,1350.0,12900.0,33100.0
Ethiopia,1979,1420.0,13100.0,33500.0
Ethiopia,1980,1470.0,13100.0,33700.0
Ethiopia,1981,1620.0,13100.0,34000.0
Ethiopia,1982,1480.0,13100.0,34300.0
Ethiopia,1983,1570.0,13500.0,35300.0
Ethiopia,1984,1480.0,13000.0,34700.0
Ethiopia,1985,1540.0,13600.0,36400.0
Ethiopia,1986,1820.0,14500.0,38500.0
Ethiopia,1987,2090.0,13600.0,36900.0
Ethiopia,1988,2180.0,13800.0,37400.0
Ethiopia,1989,2290.0,14600.0,39400.0
Ethiopia,1990,2400.0,15100.0,40800.0
Ethiopia,1991,2420.0,15200.0,41300.0
Ethiopia,1992,1620.0,15500.0,42100.0
Ethiopia,1993,2080.0,15600.0,42500.0
Ethiopia,1994,2390.0,15900.0,43200.0
Ethiopia,1995,2710.0,16100.0,43700.0
Ethiopia,1996,3060.0,17100.0,45600.0
Ethiopia,1997,3180.0,17600.0,47300.0
Ethiopia,1998,3380.0,19000.0,50400.0
Ethiopia,1999,3330.0,18900.0,50400.0
Ethiopia,2000,3710.0,18100.0,49000.0
Ethiopia,2001,4600.0,19700.0,51800.0
Ethiopia,2002,4730.0,21800.0,57300.0
Ethiopia,2003,5100.0,21000.0,56900.0
Ethiopia,2004,5500.0,22000.0,61600.0
Ethiopia,2005,5310.0,22800.0,64400.0
Ethiopia,2006,5670.0,24500.0,68800.0
Ethiopia,2007,6170.0,26800.0,74800.0
Ethiopia,2008,6620.0,28100.0,78500.0
Ethiopia,2009,6620.0,29400.0,81800.0
Ethiopia,2010,6300.0,30800.0,86300.0
Ethiopia,2011,6870.0,30500.0,86900.0
Ethiopia,2012,7820.0,31600.0,90200.0
Fiji,1970,175.0,242.0,507.0
Fiji,1971,185.0,245.0,507.0
Fiji,1972,198.0,226.0,512.0
Fiji,1973,201.0,253.0,522.0
Fiji,1974,226.0,280.0,546.0
Fiji,1975,216.0,276.0,570.0
Fiji,1976,233.0,287.0,569.0
Fiji,1977,250.0,448.0,593.0
Fiji,1978,245.0,738.0,585.0
Fiji,1979,282.0,716.0,630.0
Fiji,1980,287.0,649.0,654.0
Fiji,1981,314.0,727.0,663.0
Fiji,1982,300.0,631.0,684.0
Fiji,1983,283.0,662.0,676.0
Fiji,1984,310.0,539.0,713.0
Fiji,1985,303.0,526.0,739.0
Fiji,1986,330.0,487.0,766.0
Fiji,1987,335.0,505.0,777.0
Fiji,1988,330.0,498.0,793.0
Fiji,1989,352.0,544.0,811.0
Fiji,1990,354.0,586.0,817.0
Fiji,1991,338.0,537.0,831.0
Fiji,1992,339.0,479.0,833.0
Fiji,1993,358.0,505.0,881.0
Fiji,1994,372.0,552.0,910.0
Fiji,1995,394.0,600.0,946.0
Fiji,1996,394.0,651.0,952.0
Fiji,1997,394.0,506.0,948.0
Fiji,1998,381.0,519.0,933.0
Fiji,1999,359.0,541.0,921.0
Fiji,2000,336.0,536.0,894.0
Fiji,2001,353.0,561.0,910.0
Fiji,2002,381.0,645.0,889.0
Fiji,2003,370.0,770.0,867.0
Fiji,2004,390.0,843.0,882.0
Fiji,2005,379.0,889.0,872.0
Fiji,2006,391.0,949.0,873.0
Fiji,2007,408.0,939.0,891.0
Fiji,2008,431.0,1020.0,889.0
Fiji,2009,403.0,1040.0,881.0
Fiji,2010,407.0,1170.0,876.0
Fiji,2011,398.0,1250.0,882.0
Fiji,2012,397.0,1290.0,888.0
Finland,1970,6290.0,12500.0,44200.0
Finland,1971,6380.0,12500.0,43500.0
Finland,1972,6640.0,12600.0,47500.0
Finland,1973,7010.0,12700.0,52100.0
Finland,1974,7200.0,12600.0,48600.0
Finland,1975,7150.0,11700.0,48000.0
Finland,1976,6420.0,12000.0,54100.0
Finland,1977,6250.0,12000.0,53600.0
Finland,1978,6690.0,12400.0,58200.0
Finland,1979,6950.0,12900.0,58000.0
Finland,1980,7060.0,13100.0,58500.0
Finland,1981,6670.0,13000.0,49100.0
Finland,1982,6720.0,12400.0,47300.0
Finland,1983,7180.0,12700.0,45700.0
Finland,1984,7040.0,12200.0,47100.0
Finland,1985,6730.0,12200.0,51500.0
Finland,1986,6780.0,12200.0,51600.0
Finland,1987,6660.0,12400.0,56300.0
Finland,1988,6580.0,12400.0,54900.0
Finland,1989,6940.0,12500.0,54900.0
Finland,1990,7060.0,13100.0,57000.0
Finland,1991,6750.0,12800.0,57600.0
Finland,1992,5980.0,12800.0,54800.0
Finland,1993,6110.0,13100.0,56000.0
Finland,1994,6300.0,13400.0,64200.0
Finland,1995,6420.0,13300.0,61300.0
Finland,1996,6470.0,13000.0,67600.0
Finland,1997,6520.0,13500.0,65500.0
Finland,1998,6180.0,13400.0,61700.0
Finland,1999,6090.0,13300.0,60900.0
Finland,2000,6260.0,13200.0,60100.0
Finland,2001,6570.0,12800.0,65800.0
Finland,2002,6750.0,12900.0,68000.0
Finland,2003,6990.0,12800.0,76400.0
Finland,2004,6840.0,13300.0,72700.0
Finland,2005,6620.0,12800.0,60100.0
Finland,2006,6840.0,14300.0,72000.0
Finland,2007,6970.0,14400.0,69400.0
Finland,2008,6590.0,14100.0,61200.0
Finland,2009,6050.0,13200.0,58700.0
Finland,2010,6640.0,14500.0,67100.0
Finland,2011,6390.0,14700.0,59400.0
Finland,2012,6540.0,14800.0,57900.0
France and Monaco,1970,59900.0,89800.0,467000.0
France and Monaco,1971,62300.0,88100.0,474000.0
France and Monaco,1972,64700.0,86400.0,492000.0
France and Monaco,1973,68800.0,85500.0,528000.0
France and Monaco,1974,69600.0,85300.0,512000.0
France and Monaco,1975,67600.0,85900.0,472000.0
France and Monaco,1976,66500.0,85900.0,515000.0
France and Monaco,1977,67600.0,85900.0,498000.0
France and Monaco,1978,68500.0,85300.0,515000.0
France and Monaco,1979,69100.0,85700.0,524000.0
France and Monaco,1980,68000.0,85300.0,505000.0
France and Monaco,1981,67100.0,84700.0,455000.0
France and Monaco,1982,66800.0,83800.0,434000.0
France and Monaco,1983,69000.0,83800.0,417000.0
France and Monaco,1984,70800.0,83900.0,406000.0
France and Monaco,1985,70600.0,82400.0,395000.0
France and Monaco,1986,70600.0,82300.0,383000.0
France and Monaco,1987,68700.0,79800.0,376000.0
France and Monaco,1988,68300.0,77100.0,376000.0
France and Monaco,1989,67800.0,76900.0,391000.0
France and Monaco,1990,61600.0,76600.0,386000.0
France and Monaco,1991,61800.0,77600.0,410000.0
France and Monaco,1992,59300.0,76800.0,399000.0
France and Monaco,1993,59500.0,75100.0,379000.0
France and Monaco,1994,60100.0,74600.0,374000.0
